text,label,domain,timestamp,clean_text,tokens,joined_tokens
There is a u umm nauthorized hold on my balance that needs to be denied.,neutral,banking,2025-07-12 05:30:11.286127,There is a u umm nauthorized hold on my balance that needs to be denied.,"['u', 'umm', 'nauthorized', 'hold', 'balance', 'need', 'denied']",u umm nauthorized hold balance need denied
I would like to inquire about the deposit on my savings account.,positive,banking,2025-07-12 01:50:23.407642,I would like to inquire about the deposit on my savings account.,"['would', 'like', 'inquire', 'deposit', 'saving', 'account']",would like inquire deposit saving account
I am writing to report a urgent issue with my fraud.,neutral,banking,2025-07-12 03:21:35.529157,I am writing to report a urgent issue with my fraud.,"['writing', 'report', 'urgent', 'issue', 'fraud']",writing report urgent issue fraud
I would like to inquire about the overdraft on my savings account.,neutral,banking,2025-07-11 17:21:47.650672,I would like to inquire about the overdraft on my savings account.,"['would', 'like', 'inquire', 'overdraft', 'saving', 'account']",would like inquire overdraft saving account
The account was flagged due to insufficient funds....,negative,banking,2025-07-11 19:59:59.772187,The account was flagged due to insufficient funds.,"['account', 'flagged', 'due', 'insufficient', 'fund']",account flagged due insufficient fund
There is a suspicious hold on my fraud that needs to be charged. ?!?,neutral,banking,2025-07-12 05:46:11.893703,There is a suspicious hold on my fraud that needs to be charged. ?,"['suspicious', 'hold', 'fraud', 'need', 'charged']",suspicious hold fraud need charged
A declined transaction of $1475.46 on my loan was disputed.,neutral,banking,2025-07-11 12:23:24.015218,A declined transaction of $1475.46 on my loan was disputed.,"['declined', 'transaction', '1475.46', 'loan', 'disputed']",declined transaction 1475.46 loan disputed
My recent deposit for $1306.37 has not been processed correctly.,positive,banking,2025-07-12 01:18:36.136733,My recent deposit for $1306.37 has not been processed correctly.,"['recent', 'deposit', '1306.37', 'processed', 'correctly']",recent deposit 1306.37 processed correctly
A suspicious transaction of $3776.83 on my payment was deposited.,neutral,banking,2025-07-11 17:52:48.258248,A suspicious transaction of $3776.83 on my payment was deposited.,"['suspicious', 'transaction', '3776.83', 'payment', 'deposited']",suspicious transaction 3776.83 payment deposited
I am writing to report a pending issue with my interest rate.,negative,banking,2025-07-11 09:19:00.379763,I am writing to report a pending issue with my interest rate.,"['writing', 'report', 'pending', 'issue', 'interest', 'rate']",writing report pending issue interest rate
[REF-6019] My recent statement for $1933.69 has not been processed correctly.,negative,banking,2025-07-11 19:17:12.501279,[REF-6019] My recent statement for $1933.69 has not been processed correctly.,"['ref-6019', 'recent', 'statement', '1933.69', 'processed', 'correctly']",ref-6019 recent statement 1933.69 processed correctly
The balance w you know as disputed due to insufficient funds.,negative,banking,2025-07-11 20:50:24.622794,The balance w you know as disputed due to insufficient funds.,"['balance', 'w', 'know', 'disputed', 'due', 'insufficient', 'fund']",balance w know disputed due insufficient fund
I am writing to report a suspicious issue with my mortgage.,negative,banking,2025-07-11 21:48:36.744309,I am writing to report a suspicious issue with my mortgage.,"['writing', 'report', 'suspicious', 'issue', 'mortgage']",writing report suspicious issue mortgage
I am writing to report a pending issue with my mortgage.,negative,banking,2025-07-11 16:07:48.865824,I am writing to report a pending issue with my mortgage.,"['writing', 'report', 'pending', 'issue', 'mortgage']",writing report pending issue mortgage
I would like to inquire about the statement on my savings account.,positive,banking,2025-07-11 23:32:00.987339,I would like to inquire about the statement on my savings account.,"['would', 'like', 'inquire', 'statement', 'saving', 'account']",would like inquire statement saving account
There is a high-value hold on my payment that needs to be disputed.,negative,banking,2025-07-12 05:32:13.108854,There is a high-value hold on my payment that needs to be disputed.,"['high-value', 'hold', 'payment', 'need', 'disputed']",high-value hold payment need disputed
[REF-9546] A erroneous transaction of $401.03 on my loan was denied.,neutral,banking,2025-07-11 18:22:25.230370,[REF-9546] A erroneous transaction of $401.03 on my loan was denied.,"['ref-9546', 'erroneous', 'transaction', '401.03', 'loan', 'denied']",ref-9546 erroneous transaction 401.03 loan denied
I WOULD LIKE TO INQUIRE ABOUT THE LOAN ON MY SAVINGS ACCOUNT.,negative,banking,2025-07-11 15:51:37.351885,I WOULD LIKE TO INQUIRE ABOUT THE LOAN ON MY SAVINGS ACCOUNT.,"['would', 'like', 'inquire', 'loan', 'saving', 'account']",would like inquire loan saving account
I would like to inquire about the fraud on my savings account.,negative,banking,2025-07-12 08:40:49.473400,I would like to inquire about the fraud on my savings account.,"['would', 'like', 'inquire', 'fraud', 'saving', 'account']",would like inquire fraud saving account
I am writing to report a suspicious issue with my credit card.!!!,negative,banking,2025-07-12 02:48:01.594915,I am writing to report a suspicious issue with my credit card!,"['writing', 'report', 'suspicious', 'issue', 'credit', 'card']",writing report suspicious issue credit card
My recent fraud for $4587.78 has not been processed correctly.,neutral,banking,2025-07-12 10:32:13.716430,My recent fraud for $4587.78 has not been processed correctly.,"['recent', 'fraud', '4587.78', 'processed', 'correctly']",recent fraud 4587.78 processed correctly
There is a urgent hold on my interest rate that needs to be flagged.,neutral,banking,2025-07-12 01:27:25.837946,There is a urgent hold on my interest rate that needs to be flagged.,"['urgent', 'hold', 'interest', 'rate', 'need', 'flagged']",urgent hold interest rate need flagged
I am writing to report a suspicious issue with my transaction.,neutral,banking,2025-07-12 04:25:37.959461,I am writing to report a suspicious issue with my transaction.,"['writing', 'report', 'suspicious', 'issue', 'transaction']",writing report suspicious issue transaction
A urgent transaction of $534.63 on  you know my transaction was deposited.,neutral,banking,2025-07-12 02:11:50.080976,A urgent transaction of $534.63 on you know my transaction was deposited.,"['urgent', 'transaction', '534.63', 'know', 'transaction', 'deposited']",urgent transaction 534.63 know transaction deposited
I am writing to report a erroneous issue with my interest rate.,negative,banking,2025-07-12 00:18:02.202491,I am writing to report a erroneous issue with my interest rate.,"['writing', 'report', 'erroneous', 'issue', 'interest', 'rate']",writing report erroneous issue interest rate
A successful transaction of $1538.41 on my balance was flagged.,positive,banking,2025-07-12 05:38:14.324006,A successful transaction of $1538.41 on my balance was flagged.,"['successful', 'transaction', '1538.41', 'balance', 'flagged']",successful transaction 1538.41 balance flagged
I WOULD LIKE TO INQUIRE ABOUT THE OVERDRAFT ON MY SAVINGS ACCOUNT.,negative,banking,2025-07-12 09:21:26.445522,I WOULD LIKE TO INQUIRE ABOUT THE OVERDRAFT ON MY SAVINGS ACCOUNT.,"['would', 'like', 'inquire', 'overdraft', 'saving', 'account']",would like inquire overdraft saving account
I am writing to report a pending issue with my balance.,positive,banking,2025-07-11 19:56:38.567037,I am writing to report a pending issue with my balance.,"['writing', 'report', 'pending', 'issue', 'balance']",writing report pending issue balance
The loan was disputed due to insufficient  you know funds.,negative,banking,2025-07-12 00:54:50.688552,The loan was disputed due to insufficient you know funds.,"['loan', 'disputed', 'due', 'insufficient', 'know', 'fund']",loan disputed due insufficient know fund
MY RECENT INTEREST RATE FOR $4395.49 HAS NOT BEEN PROCESSED CORRECTLY.,neutral,banking,2025-07-12 07:33:02.810067,MY RECENT INTEREST RATE FOR $4395.49 HAS NOT BEEN PROCESSED CORRECTLY.,"['recent', 'interest', 'rate', '4395.49', 'processed', 'correctly']",recent interest rate 4395.49 processed correctly
I would like to inquire about the overdraft on my sa like vings account.,neutral,banking,2025-07-11 16:47:14.931582,I would like to inquire about the overdraft on my sa like vings account.,"['would', 'like', 'inquire', 'overdraft', 'sa', 'like', 'vings', 'account']",would like inquire overdraft sa like vings account
A successful transaction of $4671.88 on my transaction was withdrew.!!!,positive,banking,2025-07-11 14:56:27.053098,A successful transaction of $4671.88 on my transaction was withdrew!,"['successful', 'transaction', '4671.88', 'transaction', 'withdrew']",successful transaction 4671.88 transaction withdrew
The overdraft was deposited due to insufficient funds like .,negative,banking,2025-07-12 13:44:39.174613,The overdraft was deposited due to insufficient funds like .,"['overdraft', 'deposited', 'due', 'insufficient', 'fund', 'like']",overdraft deposited due insufficient fund like
I am writing to report a unauthorized issue with my account.,negative,banking,2025-07-12 12:40:51.296128,I am writing to report a unauthorized issue with my account.,"['writing', 'report', 'unauthorized', 'issue', 'account']",writing report unauthorized issue account
A suspicious transaction of $389.56 on my balance was disputed.,negative,banking,2025-07-11 18:44:03.417643,A suspicious transaction of $389.56 on my balance was disputed.,"['suspicious', 'transaction', '389.56', 'balance', 'disputed']",suspicious transaction 389.56 balance disputed
I would like to inquire about the fraud on my savings account....,negative,banking,2025-07-11 17:27:15.539158,I would like to inquire about the fraud on my savings account.,"['would', 'like', 'inquire', 'fraud', 'saving', 'account']",would like inquire fraud saving account
[REF-4138] The balance was denied due to insufficient funds.,negative,banking,2025-07-12 11:08:27.660673,[REF-4138] The balance was denied due to insufficient funds.,"['ref-4138', 'balance', 'denied', 'due', 'insufficient', 'fund']",ref-4138 balance denied due insufficient fund
I would like to inquire about the overdraft on my savings account.,negative,banking,2025-07-12 09:55:39.782189,I would like to inquire about the overdraft on my savings account.,"['would', 'like', 'inquire', 'overdraft', 'saving', 'account']",would like inquire overdraft saving account
The fraud was investigated due to insufficient funds.,negative,banking,2025-07-12 06:34:51.903704,The fraud was investigated due to insufficient funds.,"['fraud', 'investigated', 'due', 'insufficient', 'fund']",fraud investigated due insufficient fund
I am writing to report a suspicious issue with my account.,negative,banking,2025-07-11 20:41:04.025219,I am writing to report a suspicious issue with my account.,"['writing', 'report', 'suspicious', 'issue', 'account']",writing report suspicious issue account
I would like to inquire about the overdraft on my savings account.,negative,banking,2025-07-12 09:25:16.146734,I would like to inquire about the overdraft on my savings account.,"['would', 'like', 'inquire', 'overdraft', 'saving', 'account']",would like inquire overdraft saving account
I am writing to report a declined issue with my overdraft....,negative,banking,2025-07-12 06:06:28.268249,I am writing to report a declined issue with my overdraft.,"['writing', 'report', 'declined', 'issue', 'overdraft']",writing report declined issue overdraft
I am writing to report a pending issue with my statement.,positive,banking,2025-07-12 04:27:40.389765,I am writing to report a pending issue with my statement.,"['writing', 'report', 'pending', 'issue', 'statement']",writing report pending issue statement
A declined transaction of $4395.04 on my fraud was withdrew.,negative,banking,2025-07-11 19:58:52.511280,A declined transaction of $4395.04 on my fraud was withdrew.,"['declined', 'transaction', '4395.04', 'fraud', 'withdrew']",declined transaction 4395.04 fraud withdrew
There is a erroneous hold on my overdraft that needs to be deposited.,negative,banking,2025-07-12 03:44:04.632795,There is a erroneous hold on my overdraft that needs to be deposited.,"['erroneous', 'hold', 'overdraft', 'need', 'deposited']",erroneous hold overdraft need deposited
My rec you know ent payment for $3133.3 has not been processed correctly.,negative,banking,2025-07-12 08:53:16.754310,My rec you know ent payment for $3133.3 has not been processed correctly.,"['rec', 'know', 'ent', 'payment', '3133.3', 'processed', 'correctly']",rec know ent payment 3133.3 processed correctly
I am writing to report a unauthorized issue with my interest rate.,negative,banking,2025-07-12 06:44:28.875825,I am writing to report a unauthorized issue with my interest rate.,"['writing', 'report', 'unauthorized', 'issue', 'interest', 'rate']",writing report unauthorized issue interest rate
There is a successful hold on my account that needs to be approved.,positive,banking,2025-07-12 17:13:40.997341,There is a successful hold on my account that needs to be approved.,"['successful', 'hold', 'account', 'need', 'approved']",successful hold account need approved
I would like to inquire about the overdraft on my savings account.,negative,banking,2025-07-11 20:38:53.118856,I would like to inquire about the overdraft on my savings account.,"['would', 'like', 'inquire', 'overdraft', 'saving', 'account']",would like inquire overdraft saving account
I would like to inquire about the payment on my savings account.,positive,banking,2025-07-11 20:24:05.240371,I would like to inquire about the payment on my savings account.,"['would', 'like', 'inquire', 'payment', 'saving', 'account']",would like inquire payment saving account
[REF-7212] There is a suspicious hold on my overdraft that needs to be denied.,neutral,banking,2025-07-12 03:34:17.361886,[REF-7212] There is a suspicious hold on my overdraft that needs to be denied.,"['ref-7212', 'suspicious', 'hold', 'overdraft', 'need', 'denied']",ref-7212 suspicious hold overdraft need denied
I am writing to report a successful issue with my transaction.,positive,banking,2025-07-12 01:24:29.483401,I am writing to report a successful issue with my transaction.,"['writing', 'report', 'successful', 'issue', 'transaction']",writing report successful issue transaction
The overdraft was transferred due to insufficient funds.,negative,banking,2025-07-12 15:13:41.604916,The overdraft was transferred due to insufficient funds.,"['overdraft', 'transferred', 'due', 'insufficient', 'fund']",overdraft transferred due insufficient fund
I am writing to report a successful issue with my account.,positive,banking,2025-07-11 20:40:53.726432,I am writing to report a successful issue with my account.,"['writing', 'report', 'successful', 'issue', 'account']",writing report successful issue account
A successful transaction of $2124.2 on my interest rate was resolved.,positive,banking,2025-07-12 09:45:05.847947,A successful transaction of $2124.2 on my interest rate was resolved.,"['successful', 'transaction', '2124.2', 'interest', 'rate', 'resolved']",successful transaction 2124.2 interest rate resolved
The loan was resolved due to insufficient funds.,positive,banking,2025-07-12 06:04:17.969462,The loan was resolved due to insufficient funds.,"['loan', 'resolved', 'due', 'insufficient', 'fund']",loan resolved due insufficient fund
[REF-1393] The overdraft was denied due to insufficient funds.,neutral,banking,2025-07-12 20:09:30.090977,[REF-1393] The overdraft was denied due to insufficient funds.,"['ref-1393', 'overdraft', 'denied', 'due', 'insufficient', 'fund']",ref-1393 overdraft denied due insufficient fund
I would like to inquire about the interest rate on my savings account. ?!?,neutral,banking,2025-07-11 22:48:42.212492,I would like to inquire about the interest rate on my savings account. ?,"['would', 'like', 'inquire', 'interest', 'rate', 'saving', 'account']",would like inquire interest rate saving account
My recent credit card for $3760.88 has not been processed correctly.,negative,banking,2025-07-12 09:00:54.334008,My recent credit card for $3760.88 has not been processed correctly.,"['recent', 'credit', 'card', '3760.88', 'processed', 'correctly']",recent credit card 3760.88 processed correctly
My recent fraud for $4670.66 has not been processed correctly. ?!?,negative,banking,2025-07-12 08:55:06.455523,My recent fraud for $4670.66 has not been processed correctly. ?,"['recent', 'fraud', '4670.66', 'processed', 'correctly']",recent fraud 4670.66 processed correctly
The deposit was flagged due to insufficient funds.,positive,banking,2025-07-11 23:55:18.577038,The deposit was flagged due to insufficient funds.,"['deposit', 'flagged', 'due', 'insufficient', 'fund']",deposit flagged due insufficient fund
[REF-9800] I am writing to report a high-value issue with my interest rate.!!!,neutral,banking,2025-07-12 01:31:30.698553,[REF-9800] I am writing to report a high-value issue with my interest rate!,"['ref-9800', 'writing', 'report', 'high-value', 'issue', 'interest', 'rate']",ref-9800 writing report high-value issue interest rate
I am writing to report a pending issue with my deposit. ?!?,positive,banking,2025-07-12 06:55:42.820068,I am writing to report a pending issue with my deposit. ?,"['writing', 'report', 'pending', 'issue', 'deposit']",writing report pending issue deposit
I am writing to report a high-value issue with my account....,neutral,banking,2025-07-12 16:50:54.941584,I am writing to report a high-value issue with my account.,"['writing', 'report', 'high-value', 'issue', 'account']",writing report high-value issue account
My recent payment for $855.08 has not been processed correctly.!!!,positive,banking,2025-07-12 15:53:07.063099,My recent payment for $855.08 has not been processed correctly!,"['recent', 'payment', '855.08', 'processed', 'correctly']",recent payment 855.08 processed correctly
I am writing to report a high-value issue with my credit card.!!!,positive,banking,2025-07-12 05:43:19.184614,I am writing to report a high-value issue with my credit card!,"['writing', 'report', 'high-value', 'issue', 'credit', 'card']",writing report high-value issue credit card
My recent fraud for $1339.2 has not been processed correctly. ?!?,negative,banking,2025-07-12 14:21:31.306129,My recent fraud for $1339.2 has not been processed correctly. ?,"['recent', 'fraud', '1339.2', 'processed', 'correctly']",recent fraud 1339.2 processed correctly
A successful transaction of $2605.63 on my loan was deposited....,positive,banking,2025-07-12 00:22:43.427644,A successful transaction of $2605.63 on my loan was deposited.,"['successful', 'transaction', '2605.63', 'loan', 'deposited']",successful transaction 2605.63 loan deposited
My recent statement for $29.54 has not been processed correctly.,negative,banking,2025-07-12 19:47:55.549160,My recent statement for $29.54 has not been processed correctly.,"['recent', 'statement', '29.54', 'processed', 'correctly']",recent statement 29.54 processed correctly
My recent fraud for $1273.59 has not been processed correctly.,neutral,banking,2025-07-12 04:12:07.670675,My recent fraud for $1273.59 has not been processed correctly.,"['recent', 'fraud', '1273.59', 'processed', 'correctly']",recent fraud 1273.59 processed correctly
My recent account for $1335.48 has not been processed correctly.,negative,banking,2025-07-12 18:35:19.792190,My recent account for $1335.48 has not been processed correctly.,"['recent', 'account', '1335.48', 'processed', 'correctly']",recent account 1335.48 processed correctly
There is a successful hold on my statement that needs to be resolved.!!!,positive,banking,2025-07-12 14:57:31.913705,There is a successful hold on my statement that needs to be resolved!,"['successful', 'hold', 'statement', 'need', 'resolved']",successful hold statement need resolved
There is a declined hold on my  like statement that needs to be approved.,positive,banking,2025-07-12 06:55:44.035220,There is a declined hold on my like statement that needs to be approved.,"['declined', 'hold', 'like', 'statement', 'need', 'approved']",declined hold like statement need approved
Ther you know e is a unauthorized hold on my transaction that needs to be flagged.,negative,banking,2025-07-12 20:07:56.156735,Ther you know e is a unauthorized hold on my transaction that needs to be flagged.,"['ther', 'know', 'e', 'unauthorized', 'hold', 'transaction', 'need', 'flagged']",ther know e unauthorized hold transaction need flagged
There is a suspicious hold on my account that needs to be denied.,negative,banking,2025-07-12 21:41:08.278251,There is a suspicious hold on my account that needs to be denied.,"['suspicious', 'hold', 'account', 'need', 'denied']",suspicious hold account need denied
I would like to inquire about the mortgage on my savings account.,neutral,banking,2025-07-12 18:20:20.399766,I would like to inquire about the mortgage on my savings account.,"['would', 'like', 'inquire', 'mortgage', 'saving', 'account']",would like inquire mortgage saving account
My recent transaction for $3962.9 has not been processed correctly.,neutral,banking,2025-07-12 03:14:32.521281,My recent transaction for $3962.9 has not been processed correctly.,"['recent', 'transaction', '3962.9', 'processed', 'correctly']",recent transaction 3962.9 processed correctly
I am writing to report a pending issue with my credit card.,positive,banking,2025-07-12 09:59:44.642796,I am writing to report a pending issue with my credit card.,"['writing', 'report', 'pending', 'issue', 'credit', 'card']",writing report pending issue credit card
I would like to inquire about the credit card on my savings account.,positive,banking,2025-07-12 07:36:56.764311,I would like to inquire about the credit card on my savings account.,"['would', 'like', 'inquire', 'credit', 'card', 'saving', 'account']",would like inquire credit card saving account
I would like to inquire about the deposit on my savings account.,positive,banking,2025-07-13 03:09:08.885827,I would like to inquire about the deposit on my savings account.,"['would', 'like', 'inquire', 'deposit', 'saving', 'account']",would like inquire deposit saving account
A declined transaction of $2425.88 on my statement was denied.,negative,banking,2025-07-12 22:43:21.007342,A declined transaction of $2425.88 on my statement was denied.,"['declined', 'transaction', '2425.88', 'statement', 'denied']",declined transaction 2425.88 statement denied
There is a high-value hold on my interest rate that needs to be charged.!!!,positive,banking,2025-07-12 16:04:33.128857,There is a high-value hold on my interest rate that needs to be charged!,"['high-value', 'hold', 'interest', 'rate', 'need', 'charged']",high-value hold interest rate need charged
[REF-2641] The statement was deposited due to insufficient funds.,neutral,banking,2025-07-13 03:23:45.250372,[REF-2641] The statement was deposited due to insufficient funds.,"['ref-2641', 'statement', 'deposited', 'due', 'insufficient', 'fund']",ref-2641 statement deposited due insufficient fund
There is a suspicious hold on my transaction that needs to be transferred.,neutral,banking,2025-07-12 18:48:57.371887,There is a suspicious hold on my transaction that needs to be transferred.,"['suspicious', 'hold', 'transaction', 'need', 'transferred']",suspicious hold transaction need transferred
[REF-9065] I am writing  umm to report a erroneous issue with my credit card.,neutral,banking,2025-07-12 09:10:09.493403,[REF-9065] I am writing umm to report a erroneous issue with my credit card.,"['ref-9065', 'writing', 'umm', 'report', 'erroneous', 'issue', 'credit', 'card']",ref-9065 writing umm report erroneous issue credit card
I would like to inquire about the payment on my savings account.!!!,neutral,banking,2025-07-12 15:04:21.614918,I would like to inquire about the payment on my savings account!,"['would', 'like', 'inquire', 'payment', 'saving', 'account']",would like inquire payment saving account
The balance was investigated due to ins you know ufficient funds.,neutral,banking,2025-07-12 16:57:33.736433,The balance was investigated due to ins you know ufficient funds.,"['balance', 'investigated', 'due', 'in', 'know', 'ufficient', 'fund']",balance investigated due in know ufficient fund
I would like to inquire about the fraud on my savings account.!!!,neutral,banking,2025-07-12 12:06:45.857948,I would like to inquire about the fraud on my savings account!,"['would', 'like', 'inquire', 'fraud', 'saving', 'account']",would like inquire fraud saving account
The payment was charged due to insufficient funds.,negative,banking,2025-07-12 17:59:57.979463,The payment was charged due to insufficient funds.,"['payment', 'charged', 'due', 'insufficient', 'fund']",payment charged due insufficient fund
The fraud was transferred due to insufficient funds. ?!?,negative,banking,2025-07-12 23:52:10.100978,The fraud was transferred due to insufficient funds. ?,"['fraud', 'transferred', 'due', 'insufficient', 'fund']",fraud transferred due insufficient fund
I would like to inquire about the payment on my savings account.,negative,banking,2025-07-12 15:43:22.222494,I would like to inquire about the payment on my savings account.,"['would', 'like', 'inquire', 'payment', 'saving', 'account']",would like inquire payment saving account
The interest rate was disputed due to insufficient funds.,negative,banking,2025-07-13 03:55:34.344009,The interest rate was disputed due to insufficient funds.,"['interest', 'rate', 'disputed', 'due', 'insufficient', 'fund']",interest rate disputed due insufficient fund
A SUCCESSFUL TRANSACTION OF $4630.74 ON MY STATEMENT WAS FLAGGED.,positive,banking,2025-07-12 18:35:46.465524,A SUCCESSFUL TRANSACTION OF $4630.74 ON MY STATEMENT WAS FLAGGED.,"['successful', 'transaction', '4630.74', 'statement', 'flagged']",successful transaction 4630.74 statement flagged
[REF-6730] My recent overdraft for $952.58 has not been processed correctly.,negative,banking,2025-07-12 21:26:58.587039,[REF-6730] My recent overdraft for $952.58 has not been processed correctly.,"['ref-6730', 'recent', 'overdraft', '952.58', 'processed', 'correctly']",ref-6730 recent overdraft 952.58 processed correctly
My recent interest rate for $3382.89 has not been processed correctly.,neutral,banking,2025-07-12 12:18:10.708554,My recent interest rate for $3382.89 has not been processed correctly.,"['recent', 'interest', 'rate', '3382.89', 'processed', 'correctly']",recent interest rate 3382.89 processed correctly
I would like to inquire about the account on my savings account. ?!?,positive,banking,2025-07-12 17:47:22.830070,I would like to inquire about the account on my savings account. ?,"['would', 'like', 'inquire', 'account', 'saving', 'account']",would like inquire account saving account
I would like to inquire about the interest rate on my savings account. ?!?,negative,banking,2025-07-12 22:37:34.951585,I would like to inquire about the interest rate on my savings account. ?,"['would', 'like', 'inquire', 'interest', 'rate', 'saving', 'account']",would like inquire interest rate saving account
[REF-3265] I WOULD LIKE TO INQUIRE ABOUT THE OVERDRAFT ON MY SAVINGS ACCOUNT.,negative,banking,2025-07-12 18:29:47.073100,[REF-3265] I WOULD LIKE TO INQUIRE ABOUT THE OVERDRAFT ON MY SAVINGS ACCOUNT.,"['ref-3265', 'would', 'like', 'inquire', 'overdraft', 'saving', 'account']",ref-3265 would like inquire overdraft saving account
A urgent transaction of $574.97 on my mortgage was investigated.,positive,banking,2025-07-12 23:31:59.194615,A urgent transaction of $574.97 on my mortgage was investigated.,"['urgent', 'transaction', '574.97', 'mortgage', 'investigated']",urgent transaction 574.97 mortgage investigated
I am writing to report a pending issue with my balance.,neutral,banking,2025-07-12 23:23:11.316130,I am writing to report a pending issue with my balance.,"['writing', 'report', 'pending', 'issue', 'balance']",writing report pending issue balance
I would like to inquire about the transaction on my savings account.,neutral,banking,2025-07-13 02:49:23.437646,I would like to inquire about the transaction on my savings account.,"['would', 'like', 'inquire', 'transaction', 'saving', 'account']",would like inquire transaction saving account
I would like to inquire about the account on my savings account.,positive,banking,2025-07-13 04:29:35.559161,I would like to inquire about the account on my savings account.,"['would', 'like', 'inquire', 'account', 'saving', 'account']",would like inquire account saving account
My recent loan for $3550.43 has not been processed correctly.,neutral,banking,2025-07-12 20:17:47.680676,My recent loan for $3550.43 has not been processed correctly.,"['recent', 'loan', '3550.43', 'processed', 'correctly']",recent loan 3550.43 processed correctly
I am writing to report a urgent issue with my credit card....,negative,banking,2025-07-12 19:19:59.802191,I am writing to report a urgent issue with my credit card.,"['writing', 'report', 'urgent', 'issue', 'credit', 'card']",writing report urgent issue credit card
A suspicious transaction of $271.7 on my transaction was denied.,negative,banking,2025-07-13 07:55:11.923706,A suspicious transaction of $271.7 on my transaction was denied.,"['suspicious', 'transaction', '271.7', 'transaction', 'denied']",suspicious transaction 271.7 transaction denied
A erroneous transaction of $1988.73 on my fraud was investigated.,negative,banking,2025-07-13 03:28:24.045222,A erroneous transaction of $1988.73 on my fraud was investigated.,"['erroneous', 'transaction', '1988.73', 'fraud', 'investigated']",erroneous transaction 1988.73 fraud investigated
I would like to inquire about the overdraft on my savings account.,negative,banking,2025-07-12 10:55:36.166737,I would like to inquire about the overdraft on my savings account.,"['would', 'like', 'inquire', 'overdraft', 'saving', 'account']",would like inquire overdraft saving account
A declined transaction of $3683.17 on my transaction was transferred.,neutral,banking,2025-07-12 21:23:48.288252,A declined transaction of $3683.17 on my transaction was transferred.,"['declined', 'transaction', '3683.17', 'transaction', 'transferred']",declined transaction 3683.17 transaction transferred
My recent credit card for $4521.28 has not been processed correctly.!!!,neutral,banking,2025-07-13 09:52:00.409767,My recent credit card for $4521.28 has not been processed correctly!,"['recent', 'credit', 'card', '4521.28', 'processed', 'correctly']",recent credit card 4521.28 processed correctly
My recent overdraft for $1123.19 has not been processed correctly.,negative,banking,2025-07-13 03:14:12.531282,My recent overdraft for $1123.19 has not been processed correctly.,"['recent', 'overdraft', '1123.19', 'processed', 'correctly']",recent overdraft 1123.19 processed correctly
The account was disputed due to insufficient funds.,negative,banking,2025-07-12 15:36:24.652797,The account was disputed due to insufficient funds.,"['account', 'disputed', 'due', 'insufficient', 'fund']",account disputed due insufficient fund
I would like to inquire about the payment on my savings account.,negative,banking,2025-07-12 15:43:36.774313,I would like to inquire about the payment on my savings account.,"['would', 'like', 'inquire', 'payment', 'saving', 'account']",would like inquire payment saving account
There is a suspicious hold on my statement that needs to be disputed.!!!,negative,banking,2025-07-13 06:31:48.895828,There is a suspicious hold on my statement that needs to be disputed!,"['suspicious', 'hold', 'statement', 'need', 'disputed']",suspicious hold statement need disputed
I would like to inquire about the transaction on my savings account.,neutral,banking,2025-07-13 10:08:01.017343,I would like to inquire about the transaction on my savings account.,"['would', 'like', 'inquire', 'transaction', 'saving', 'account']",would like inquire transaction saving account
[REF-5217] My recent account for $2041.69 has not been processed correctly.,negative,banking,2025-07-12 18:34:13.138858,[REF-5217] My recent account for $2041.69 has not been processed correctly.,"['ref-5217', 'recent', 'account', '2041.69', 'processed', 'correctly']",ref-5217 recent account 2041.69 processed correctly
MY RECENT TRANSACTION FOR $1395.3 HAS NOT BEEN PROCESSED CORRECTLY.,neutral,banking,2025-07-13 06:54:25.260373,MY RECENT TRANSACTION FOR $1395.3 HAS NOT BEEN PROCESSED CORRECTLY.,"['recent', 'transaction', '1395.3', 'processed', 'correctly']",recent transaction 1395.3 processed correctly
The deposit was charged due to insufficient funds.,positive,banking,2025-07-12 15:58:37.381889,The deposit was charged due to insufficient funds.,"['deposit', 'charged', 'due', 'insufficient', 'fund']",deposit charged due insufficient fund
I would like to inquire about the statement on my savings account.,positive,banking,2025-07-13 12:00:49.503404,I would like to inquire about the statement on my savings account.,"['would', 'like', 'inquire', 'statement', 'saving', 'account']",would like inquire statement saving account
A suspicious transacti ... on of $525.59 on my mortgage was disputed.,negative,banking,2025-07-13 06:41:01.624919,A suspicious transacti . on of $525.59 on my mortgage was disputed.,"['suspicious', 'transacti', '525.59', 'mortgage', 'disputed']",suspicious transacti 525.59 mortgage disputed
A successful transaction of $2116.87 on my statement was investigated.,positive,banking,2025-07-12 18:57:13.746434,A successful transaction of $2116.87 on my statement was investigated.,"['successful', 'transaction', '2116.87', 'statement', 'investigated']",successful transaction 2116.87 statement investigated
I am writing to report a urgent issue with my mortgage.!!!,positive,banking,2025-07-12 22:28:25.867949,I am writing to report a urgent issue with my mortgage!,"['writing', 'report', 'urgent', 'issue', 'mortgage']",writing report urgent issue mortgage
There is a urgent hold on my deposit that needs to be investigated.,positive,banking,2025-07-12 23:48:37.989465,There is a urgent hold on my deposit that needs to be investigated.,"['urgent', 'hold', 'deposit', 'need', 'investigated']",urgent hold deposit need investigated
A declined transaction of $724.07 on my loan was approved.,positive,banking,2025-07-12 23:38:50.110980,A declined transaction of $724.07 on my loan was approved.,"['declined', 'transaction', '724.07', 'loan', 'approved']",declined transaction 724.07 loan approved
